"Search Parameters"	"Volcano Number"	"Volcano Name"	"Country"	"Location"	"Latitude"	"Longitude"	"Elevation (m)"	"Type"	"Status"	"Last Known Eruption"
		"Unnamed"	"United States"	"Hawaiian Is"	21.75	-158.75	-3000	"Submarine volcano"	"Uncertain"	"Unknown"
		"Unnamed"	"United States"	"Hawaiian Is"	23.58	-163.83	-4000	"Submarine volcano"	"Historical"	"D2"
	285070	"Akan"	"Japan"	"Hokkaido-Japan"	43.384	144.013	1499	"Caldera"	"Historical"	"D1"
	285011	"Esan"	"Japan"	"Hokkaido-Japan"	41.805	141.166	618	"Stratovolcano"	"Historical"	"D3"
	285020	"Hokkaido-Komagatake"	"Japan"	"Hokkaido-Japan"	42.063	140.677	1131	"Stratovolcano"	"Historical"	"D1"
	285080	"Kussharo"	"Japan"	"Hokkaido-Japan"	43.615	144.427	574	"Caldera"	"Tephrochronology"	"D6"
	285034	"Kuttara"	"Japan"	"Hokkaido-Japan"	42.491	141.16	549	"Stratovolcano"	"Tephrochronology"	"D3"
	285081	"Mashu"	"Japan"	"Hokkaido-Japan"	43.572	144.561	857	"Caldera"	"Radiocarbon"	"D6"
	285031	"Niseko"	"Japan"	"Hokkaido-Japan"	42.875	140.659	1308	"Stratovolcano"	"Holocene"	"U"
	285010	"Oshima-Oshima"	"Japan"	"Hokkaido-Japan"	41.51	139.367	732	"Stratovolcano"	"Historical"	"D4"
	285082	"Rausudake"	"Japan"	"Hokkaido-Japan"	44.076	145.122	1660	"Stratovolcano"	"Tephrochronology"	"D3"
	285041	"Rishirizan"	"Japan"	"Hokkaido-Japan"	45.179	141.242	1721	"Stratovolcano"	"Radiocarbon"	"D7"
		"Shikaribetsu Group"	"Japan"	"Hokkaido-Japan"	43.28	143.08	1430	"Lava dome"	"Holocene"	"U"
	285040	"Shikotsu"	"Japan"	"Hokkaido-Japan"	42.688	141.38	1320	"Caldera"	"Historical"	"D1"
	285090	"Shiretoko-Iozan"	"Japan"	"Hokkaido-Japan"	44.133	145.161	1562	"Stratovolcano"	"Historical"	"D2"
	285060	"Taisetsuzan"	"Japan"	"Hokkaido-Japan"	43.664	142.854	2291	"Stratovolcano"	"Tephrochronology"	"D6"
	285083	"Tenchozan"	"Japan"	"Hokkaido-Japan"	44.044	145.086	1046	"Crater rows"		"?"
	285050	"Tokachidake"	"Japan"	"Hokkaido-Japan"	43.418	142.686	2077	"Stratovolcano"	"Historical"	"D1"
	285030	"Toya"	"Japan"	"Hokkaido-Japan"	42.544	140.839	733	"Stratovolcano"	"Historical"	"D1"
	285032	"Yoteizan"	"Japan"	"Hokkaido-Japan"	42.827	140.812	1888	"Stratovolcano"	"Radiocarbon"	"D7"
	343130	"Tigre, Isla del"	"Honduras"	"Honduras"	13.274	-87.639	774	"Stratovolcano"	"Holocene"	"U"
	343160	"Utila Island"	"Honduras"	"Honduras"	16.1	-86.9	74	"Pyroclastic cone"	"Holocene"	"U"
	343150	"Yojoa, Lago"	"Honduras"	"Honduras"	14.964	-87.983	1060	"Volcanic field"	"Holocene"	"U"
	343140	"Zacate Grande, Isla"	"Honduras"	"Honduras"	13.33	-87.63	640	"Stratovolcano"	"Holocene"	"U"
	283001	"Abu"	"Japan"	"Honshu-Japan"	34.483	131.517	641	"Shield volcano"	"Holocene"	"Unknown"
	283170	"Adatarayama"	"Japan"	"Honshu-Japan"	37.647	140.281	1728	"Stratovolcano"	"Historical"	"D1"
	283130	"Akagisan"	"Japan"	"Honshu-Japan"	36.56	139.193	1828	"Stratovolcano"	"Historical"	"D6"
	283069	"Akandanayama"	"Japan"	"Honshu-Japan"	36.2	137.573	2109	"Stratovolcano"		"Unknown"
	283230	"Akita-Komagatake"	"Japan"	"Honshu-Japan"	39.761	140.799	1637	"Stratovolcano"	"Historical"	"D1"
	283260	"Akita-Yakeyama"	"Japan"	"Honshu-Japan"	39.964	140.757	1366	"Complex volcano"	"Historical"	"D1"
	283110	"Asamayama"	"Japan"	"Honshu-Japan"	36.406	138.523	2568	"Complex volcano"	"Historical"	"D1"
	283180	"Azumayama"	"Japan"	"Honshu-Japan"	37.735	140.244	1949	"Stratovolcano"	"Historical"	"D1"
	283160	"Bandaisan"	"Japan"	"Honshu-Japan"	37.601	140.072	1816	"Stratovolcano"	"Historical"	"D3"
	283220	"Chokaisan"	"Japan"	"Honshu-Japan"	39.099	140.049	2236	"Stratovolcano"	"Historical"	"D1"
	283030	"Fujisan"	"Japan"	"Honshu-Japan"	35.361	138.728	3776	"Stratovolcano"	"Historical"	"D4"
	283250	"Hachimantai"	"Japan"	"Honshu-Japan"	39.958	140.854	1613	"Stratovolcano"	"Holocene"	"Unknown"
	283280	"Hakkodasan"	"Japan"	"Honshu-Japan"	40.659	140.877	1585	"Stratovolcano"	"Holocene"	"U"
	283020	"Hakoneyama"	"Japan"	"Honshu-Japan"	35.233	139.021	1438	"Complex volcano"	"Radiocarbon"	"D7"
	283050	"Hakusan"	"Japan"	"Honshu-Japan"	36.155	136.771	2702	"Stratovolcano"	"Historical"	"D5"
	283122	"Harunasan"	"Japan"	"Honshu-Japan"	36.477	138.851	1449	"Stratovolcano"	"Anthropology"	"D6"
	283191	"Hijiori"	"Japan"	"Honshu-Japan"	38.599	140.162	552	"Caldera"	"Radiocarbon"	"D7"
	283131	"Hiuchigatake"	"Japan"	"Honshu-Japan"	36.955	139.285	2356	"Stratovolcano"	"Historical"	"D5"
	283270	"Iwakisan"	"Japan"	"Honshu-Japan"	40.656	140.303	1625	"Stratovolcano"	"Historical"	"D3"
	283240	"Iwatesan"	"Japan"	"Honshu-Japan"	39.853	141.001	2038	"Complex volcano"	"Historical"	"D2"
	283010	"Izu-Tobu"	"Japan"	"Honshu-Japan"	34.9	139.098	1406	"Pyroclastic cone"	"Historical"	"D1"
	283210	"Kurikomayama"	"Japan"	"Honshu-Japan"	38.961	140.788	1627	"Stratovolcano"	"Historical"	"D2"
	283120	"Kusatsu-Shiranesan"	"Japan"	"Honshu-Japan"	36.618	138.528	2165	"Stratovolcano"	"Historical"	"D1"
	283262	"Megata"	"Japan"	"Honshu-Japan"	39.95	139.73	160	"Maar"	"Tephrochronology"	"D7"
	283080	"Midagahara"	"Japan"	"Honshu-Japan"	36.571	137.59	2621	"Stratovolcano"	"Historical"	"D3"
	283100	"Myokosan"	"Japan"	"Honshu-Japan"	36.891	138.114	2454	"Stratovolcano"	"Radiocarbon"	"D7"
	283141	"Nantaisan"	"Japan"	"Honshu-Japan"	36.765	139.491	2486	"Stratovolcano"	"Holocene"	"U"
	283200	"Naruko"	"Japan"	"Honshu-Japan"	38.729	140.734	470	"Caldera"	"Historical"	"D6"
	283150	"Nasudake"	"Japan"	"Honshu-Japan"	37.125	139.963	1915	"Stratovolcano"	"Historical"	"D2"
	283090	"Niigata-Yakeyama"	"Japan"	"Honshu-Japan"	36.921	138.036	2400	"Lava dome"	"Historical"	"D1"
	283140	"Nikko-Shiranesan"	"Japan"	"Honshu-Japan"	36.799	139.376	2578	"Shield volcano"	"Historical"	"D3"
	283060	"Norikuradake"	"Japan"	"Honshu-Japan"	36.106	137.554	3026	"Stratovolcano"	"Radiocarbon"	"D7"
	283151	"Numazawa"	"Japan"	"Honshu-Japan"	37.444	139.566	835	"Shield volcano"	"Radiocarbon"	"D7"
	283003	"Oki-Dogo"	"Japan"	"Honshu-Japan"	36.176	133.334	151	"Shield volcano"	"Anthropology"	"U"
	283142	"Omanago Group"	"Japan"	"Honshu-Japan"	36.807	139.476	2341	"Lava dome"	"Holocene"	"U"
	283040	"Ontakesan"	"Japan"	"Honshu-Japan"	35.893	137.48	3067	"Complex volcano"	"Historical"	"D1"
	283290	"Osorezan"	"Japan"	"Honshu-Japan"	41.279	141.12	878	"Stratovolcano"	"Historical"	"D4"
	283002	"Sanbesan"	"Japan"	"Honshu-Japan"	35.141	132.622	1126	"Caldera"	"Radiocarbon"	"D7"
	283121	"Shiga"	"Japan"	"Honshu-Japan"	36.688	138.519	2041	"Shield volcano"	"Holocene"	"U"
	283143	"Takaharayama"	"Japan"	"Honshu-Japan"	36.9	139.777	1795	"Stratovolcano"	"Holocene"	"U7"
	283271	"Towada"	"Japan"	"Honshu-Japan"	40.51	140.88	1011	"Caldera"	"Historical"	"D6"
	283071	"Washiba-Kumonotaira"	"Japan"	"Honshu-Japan"	36.408	137.594	2924	"Shield volcano"	"Tephrochronology"	"D7"
	283070	"Yakedake"	"Japan"	"Honshu-Japan"	36.227	137.587	2455	"Stratovolcano"	"Historical"	"D1"
	283031	"Yokodake"	"Japan"	"Honshu-Japan"	36.087	138.32	2480	"Stratovolcano"	"Holocene"	"U"
	283190	"Zaozan [Zaosan]"	"Japan"	"Honshu-Japan"	38.144	140.44	1841	"Complex volcano"	"Historical"	"D2"
	373090	"Theistareykir"	"Iceland"	"Iceland"	65.883	-16.967	563	"Shield volcano"	"Tephrochronology"	"D7"
		"Manareyjar"	"Iceland"	"Iceland-N"	66.3	-17.1	0	"Submarine volcano"	"Historical"	"D3"
	375010	"Kolbeinsey Ridge"	"Iceland"	"Iceland-N of"	66.67	-18.5	5	"Submarine volcano"	"Historical"	"D4"
	373100	"Tjornes Fracture Zone"	"Iceland"	"Iceland-N of"	66.309	-17.118	-75	"Submarine volcano"	"Historical"	"D3"
	373060	"Askja"	"Iceland"	"Iceland-NE"	65.033	-16.783	1080	"Stratovolcano"	"Historical"	"D2"
	373030	"Bardarbunga"	"Iceland"	"Iceland-NE"	64.633	-17.516	2000	"Stratovolcano"	"Historical"	"D2"
	373070	"Fremrinamar"	"Iceland"	"Iceland-NE"	65.416	-16.666	970	"Stratovolcano"	"Tephrochronology"	"D7"
	373010	"Grimsvotn"	"Iceland"	"Iceland-NE"	64.416	-17.316	1719	"Caldera"	"Historical"	"D1"
	373082	"Heidarspordar"	"Iceland"	"Iceland-NE"	65.583	-16.817	490	"Fissure vent"		"D7"
	373080	"Krafla"	"Iceland"	"Iceland-NE"	65.715	-16.728	800	"Caldera"	"Historical"	"D1"
	373050	"Kverkfjoll"	"Iceland"	"Iceland-NE"	64.653	-16.647	1930	"Stratovolcano"	"Historical"	"D1"
		"Lakagigar"	"Iceland"	"Iceland-NE"	64.42	-17.33	1725	"Caldera"	"Historical"	"D1"
	374801	"Snaefell"	"Iceland"	"Iceland-NE"	64.798	-15.56	1833	"Stratovolcano"	"Holocene"	"Unknown"
	373012	"Thordarhyrna"	"Iceland"	"Iceland-NE"	64.267	-17.617	1650	"Stratovolcano"		"D2"
		"Trollagigar"	"Iceland"	"Iceland-NE"	64.43	-18.13	1000	"Crater rows"	"Historical"	"D3"
	373040	"Tungnafellsjokull"	"Iceland"	"Iceland-NE"	64.75	-17.916	1523	"Stratovolcano"	"Holocene"	"U"
	372020	"Eyjafjallajokull"	"Iceland"	"Iceland-S"	63.633	-19.633	1651	"Stratovolcano"	"Historical"	"D1"
	372070	"Hekla"	"Iceland"	"Iceland-S"	63.983	-19.666	1490	"Stratovolcano"	"Historical"	"D1"
	371051	"Hromundartindur"	"Iceland"	"Iceland-S"	64.083	-21.333	550	"Stratovolcano"	"Holocene?"	"?"
	372030	"Katla"	"Iceland"	"Iceland-S"	63.633	-19.083	1490	"Subglacial volcano"	"Historical"	"D2"
		"Krakagiger"	"Iceland"	"Iceland-S"	63.98	-19.7	1491	"Stratovolcano"	"Historical"	"D1"
		"Lambafit"	"Iceland"	"Iceland-S"	64.08	-19.4	550	"Crater rows"	"Historical"	"D1"
		"Mundafell"	"Iceland"	"Iceland-S"	63.98	-19.7	1491	"Stratovolcano"	"Historical"	"D1"
		"Thordarhyrna"	"Iceland"	"Iceland-S"	62.27	-17.6	1659	"Stratovolcano"	"Historical"	"D2"
	372040	"Tindfjallajokull"	"Iceland"	"Iceland-S"	63.783	-19.716	1464	"Stratovolcano"	"Holocene"	"U"
	372050	"Torfajokull"	"Iceland"	"Iceland-S"	63.892	-19.122	1280	"Stratovolcano"	"Historical"	"D6"
	372010	"Vestmannaeyjar"	"Iceland"	"Iceland-S"	63.416	-20.266	283	"Submarine volcano"	"Historical"	"D1"
	374020	"Esjufjoll"	"Iceland"	"Iceland-SE"	64.25	-16.583	1620	"Stratovolcano"	"Historical"	"D2"
	374010	"Oraefajokull"	"Iceland"	"Iceland-SE"	64	-16.65	2010	"Stratovolcano"	"Historical"	"D4"
	371040	"Brennisteinsfjoll"	"Iceland"	"Iceland-SW"	63.933	-21.783	610	"Crater rows"	"Historical"	"D6"
	371022	"Eldey"	"Iceland"	"Iceland-SW"	63.733	-23	70	"Submarine"		"D2"
	371060	"Grimsnes"	"Iceland"	"Iceland-SW"	64.05	-20.883	200	"Crater rows"	"Tephrochronology"	"D7"
	371050	"Hengill"	"Iceland"	"Iceland-SW"	64.083	-21.416	803	"Crater rows"	"Radiocarbon"	"D6"
	371090	"Hofsjokull"	"Iceland"	"Iceland-SW"	64.833	-18.766	1765	"Subglacial volcano"	"Holocene"	"U"
		"Kristnitokugigar"	"Iceland"	"Iceland-SW"	63.98	-21.42	301	"Crater rows"	"Historical"	"Unknown"
	371030	"Krysuvik-Trolladyngja"	"Iceland"	"Iceland-SW"	63.917	-22.067	360	"Crater rows"	"Historical"	"D6"
	371080	"Oddnyjarhnjukur-Langjokull"	"Iceland"	"Iceland-SW"	64.85	-19.7	1100	"Stratovolcano"	"Radiocarbon"	"D6"
	371070	"Prestahnukur"	"Iceland"	"Iceland-SW"	64.583	-20.666	1385	"Subglacial volcano"	"Radiocarbon"	"D7"
	371020	"Reykjanes"	"Iceland"	"Iceland-SW"	63.817	-22.717	140	"Crater rows"	"Historical"	"D6"
		"Reykjaneshryggur"	"Iceland"	"Iceland-SW"	63.67	-23.33	80	"Submarine volcanoes"	"Historical"	"D1"
	370020	"Helgrindur"	"Iceland"	"Iceland-W"	64.866	-23.283	986	"Pyroclastic cone"	"Holocene"	"U"
	370030	"Ljosufjoll"	"Iceland"	"Iceland-W"	64.9	-22.483	1063	"Fissure vent"	"Anthropology"	"D6"
	370010	"Snaefellsjokull"	"Iceland"	"Iceland-W"	64.8	-23.783	1446	"Stratovolcano"	"Radiocarbon"	"D6"
		"Unnamed"	"Indian Ocean"	"Indian O-E"	11.75	80.75	0	"Submarine volcano"	"Uncertain"	"Unknown"
	234030	"Est, Ile de l'"	"French Southern & Antarctic Lands"	"Indian O-S"	-46.43	52.2	1090	"Stratovolcano"	"Holocene"	"Unknown"
	234020	"Kerguelen Islands"	"French Southern & Antarctic Lands"	"Indian O-S"	-49.58	69.5	1840	"Stratovolcano"	"Holocene"	"U"
	234010	"Heard"	"Heard I. & McDonald Is."	"Indian O-S"	-53.106	73.513	2745	"Stratovolcano"	"Historical"	"D1"
	234001	"Amsterdam Island"	"Indian Ocean"	"Indian O-S"	-37.83	77.52	881	"Stratovolcano"	"Holocene"	"U"
	234050	"Cochons, Ile Aux"	"Indian Ocean"	"Indian O-S"	-46.1	50.23	775	"Stratovolcano"	"Holocene"	"U"
	234011	"McDonald Islands"	"Indian Ocean"	"Indian O-S"	-53.03	72.6	230	"Complex volcano"	"Historical"	"D1"
	234040	"Possession, Ile de la"	"Indian Ocean"	"Indian O-S"	-46.42	51.75	934	"Stratovolcano"	"Holocene"	"U"
	234060	"Prince Edward Island"	"Indian Ocean"	"Indian O-S"	-46.63	37.95	672	"Shield volcano"	"Holocene"	"U"
	234002	"St. Paul"	"Indian Ocean"	"Indian O-S"	-38.72	77.53	268	"Stratovolcano"	"Historical"	"D4"
	234070	"Marion Island"	"South Africa"	"Indian O-S"	-46.9	37.75	1230	"Shield volcano"	"Historical"	"D1"
	233001	"Grille, La"	"Comoros"	"Indian O-W"	-11.47	43.33	1087	"Shield volcano"	"Holocene"	"U"
	233010	"Karthala"	"Comoros"	"Indian O-W"	-11.75	43.38	2361	"Shield volcano"	"Historical"	"D1"
	233005	"Mayotte"	"France"	"Indian O-W"	-12.83	45.17	660	"Shield"		"D1"
	233020	"Fournaise, Piton de la"	"Reunion"	"Indian O-W"	-21.244	55.708	2632	"Shield volcano"	"Historical"	"D1"
	234000	"Boomerang Seamount"	"Antarctica"	"Indian O.-S"	-37.722	77.822	-650	"Submarine volcano"	"Historical"	"D2"
	262000	"Krakatau"	"Indonesia"	"Indonesia"	-6.101	105.423	285	"Caldera"	"Historical"	"D1"
	232030	"Bazman"	"Iran"	"Iran"	28.07	60	3490	"Stratovolcano"	"Fumarolic"	"U"
	232010	"Damavand"	"Iran"	"Iran"	35.951	52.109	5670	"Stratovolcano"	"Holocene"	"U"
	232040	"Kuh-e Nader"	"Iran"	"Iran"	28.17	60.67	1500	"Volcanic field"	"Holocene"	"Unknown"
		"Qal'eh Hasan Ali"	"Iran"	"Iran"	29.4	57.57	0	"Maar"	"Holocene"	"Unknown"
	232002	"Sabalan"	"Iran"	"Iran"	38.268	47.835	4784	"Stratovolcano"	"Holocene"	"U"
	232001	"Sahand"	"Iran"	"Iran"	37.75	46.43	3707	"Stratovolcano"	"Holocene"	"U"
	232050	"Taftan"	"Iran"	"Iran"	28.6	61.13	3940	"Stratovolcano"	"Holocene"	"U"
		"Unnamed"	"Iran"	"Iran"	39.25	45.167		"Volcanic field"	"Holocene"	"U"
	211010	"Campi Flegrei"	"Italy"	"Italy"	40.827	14.139	458	"Caldera"	"Historical"	"D5"
	211070	"Campi Flegrei del Mar di Sicilia"	"Italy"	"Italy"	37.1	12.7	-8	"Submarine volcanoes"	"Historical"	"D3"
	211004	"Colli Albani"	"Italy"	"Italy"	41.757	12.725	949	"Caldera"	"Holocene"	"Unknown"
	211060	"Etna"	"Italy"	"Italy"	37.748	14.999	3357	"Stratovolcano"	"Historical"	"D1"
	211030	"Ischia"	"Italy"	"Italy"	40.73	13.897	789	"Complex volcano"	"Historical"	"D6"
		"Larderello"	"Italy"	"Italy"	43.25	10.87	500	"Explosion crater"	"Historical"	"D6"
	211042	"Lipari"	"Italy"	"Italy"	38.49	14.933	590	"Stratovolcanoes"	"Radiocarbon"	"D6"
	211080	"Marsili"	"Italy"	"Italy"	39.284	14.399	-779	"Submarine"		"D7"
	211031	"Palinuro"	"Italy"	"Italy"	39.48	14.83	-70	"Submarine volcano"	"Radiocarbon"	"D7"
	211041	"Panarea"	"Italy"	"Italy"	38.638	15.064	399	"Stratovolcano"	"Historical"	"D6"
	211071	"Pantelleria"	"Italy"	"Italy"	36.77	12.02	836	"Shield volcano"	"Historical"	"D3"
	211040	"Stromboli"	"Italy"	"Italy"	38.789	15.213	924	"Stratovolcano"	"Historical"	"D1"
	211020	"Vesuvius"	"Italy"	"Italy"	40.821	14.426	1281	"Complex volcano"	"Historical"	"D2"
	211050	"Vulcano"	"Italy"	"Italy"	38.404	14.962	500	"Stratovolcano"	"Historical"	"D3"
	211003	"Vulsini"	"Italy"	"Italy"	42.6	11.93	800	"Caldera"	"Historical"	"D7"
	284060	"Aogashima"	"Japan"	"Izu Is-Japan"	32.458	139.759	423	"Stratovolcano"	"Historical"	"D4"
	284095	"Doyo Seamount"	"Japan"	"Izu Is-Japan"	27.68	140.8	-590	"Submarine volcano"	"Fumarolic"	"U"
	284050	"Hachijojima"	"Japan"	"Izu Is-Japan"	33.137	139.766	854	"Stratovolcano"	"Historical"	"D5"
	284010	"Izu-Oshima"	"Japan"	"Izu Is-Japan"	34.724	139.394	746	"Stratovolcano"	"Historical"	"D1"
	284090	"Izu-Torishima"	"Japan"	"Izu Is-Japan"	30.484	140.303	394	"Stratovolcano"	"Historical"	"D1"
	284061	"Kita-Bayonnaise"	"Japan"	"Izu Is-Japan"	32.1	139.85	-360	"Submarine volcano"	"Holocene"	"Unknown"
	284030	"Kozushima"	"Japan"	"Izu Is-Japan"	34.219	139.153	572	"Lava dome"	"Historical"	"D6"
	284042	"Kurose Hole"	"Japan"	"Izu Is-Japan"	33.4	139.68	-114	"Submarine volcano"	"Holocene?"	"?"
	284041	"Mikurajima"	"Japan"	"Izu Is-Japan"	33.874	139.602	851	"Submarine volcano"	"Holocene"	"Unknown"
	284040	"Miyakejima"	"Japan"	"Izu Is-Japan"	34.094	139.526	775	"Stratovolcano"	"Historical"	"D1"
	284094	"Mokuyo Seamount"	"Japan"	"Izu Is-Japan"	28.327	140.572	-933	"Submarine volcano"	"Fumarolic"	"U"
	284070	"Myojinsho"	"Japan"	"Izu Is-Japan"	31.888	139.918	11	"Submarine volcano"	"Historical"	"D1"
	284020	"Niijima"	"Japan"	"Izu Is-Japan"	34.397	139.27	432	"Lava dome"	"Historical"	"D6"
	284091	"Sofugan"	"Japan"	"Izu Is-Japan"	29.794	140.342	99	"Submarine volcano"	"Uncertain"	"Unknown"
	284080	"Sumisujima"	"Japan"	"Izu Is-Japan"	31.44	140.051	136	"Submarine volcano"	"Historical"	"D2"
	284011	"Toshima"	"Japan"	"Izu Is-Japan"	34.52	139.279	508	"Stratovolcano"	"Holocene"	"Unknown"
	285061	"Maruyama"	"Japan"	"Japan"	43.418	143.031	2013	"Lava dome"	"Historical"	"D3"
	263290	"Arjuno-Welirang"	"Indonesia"	"Java"	-7.733	112.575	3343	"Stratovolcano"	"Historical"	"D2"
	263351	"Baluran"	"Indonesia"	"Java"	-7.85	114.37	1247	"Stratovolcano"	"Holocene"	"Unknown"
	263170	"Ciremai"	"Indonesia"	"Java"	-6.895	108.408	3039	"Stratovolcano"	"Historical"	"D2"
	263200	"Dieng Volcanic Complex"	"Indonesia"	"Java"	-7.2	109.879	2565	"Complex volcano"	"Historical"	"D1"
	263140	"Galunggung"	"Indonesia"	"Java"	-7.25	108.058	2168	"Stratovolcano"	"Historical"	"D1"
	263060	"Gede-Pangrango"	"Indonesia"	"Java"	-6.786	106.983	3026	"Stratovolcano"	"Historical"	"D2"
	263130	"Guntur"	"Indonesia"	"Java"	-7.143	107.841	2251	"Complex volcano"	"Historical"	"D3"
	263350	"Ijen"	"Indonesia"	"Java"	-8.058	114.242	2769	"Stratovolcano"	"Historical"	"D1"
	263330	"Iyang-Argapura"	"Indonesia"	"Java"	-7.97	113.57	3088	"Complex volcano"	"Holocene"	"U"
		"Karaha, Kawah"	"Indonesia"	"Java"	-7.12	108.08	1155	"Fumarole field"	"Fumarolic"	"U"
	263020	"Karang"	"Indonesia"	"Java"	-6.268	106.05	1768	"Stratovolcano"	"Holocene"	"Unknown"
	263281	"Kawi-Butak"	"Indonesia"	"Java"	-7.92	112.45	2651	"Stratovolcano"	"Holocene"	"U"
	263280	"Kelud"	"Indonesia"	"Java"	-7.935	112.314	1730	"Stratovolcano"	"Historical"	"D1"
	263110	"Kendang"	"Indonesia"	"Java"	-7.245	107.709	2594	"Stratovolcano"	"Holocene"	"U"
		"Kiaraberes-Gagak"	"Indonesia"	"Java"	-6.73	106.65	1511	"Stratovolcano"	"Historical"	"D2"
	263320	"Lamongan"	"Indonesia"	"Java"	-7.981	113.341	1641	"Stratovolcano"	"Historical"	"D3"
	263260	"Lawu"	"Indonesia"	"Java"	-7.625	111.192	3265	"Stratovolcano"	"Holocene"	"U"
		"Lurus"	"Indonesia"	"Java"	-7.7	113.58	539	"Complex volcano"	"Holocene"	"Unknown"
		"Malabar"	"Indonesia"	"Java"	-7.13	107.65	2343	"Stratovolcano"	"Holocene"	"Unknown"
		"Malang Plain"	"Indonesia"	"Java"	-8.02	112.68	680	"Maar"	"Holocene"	"U"
	263250	"Merapi"	"Indonesia"	"Java"	-7.54	110.446	2910	"Stratovolcano"	"Historical"	"D1"
	263240	"Merbabu"	"Indonesia"	"Java"	-7.454	110.44	3118	"Stratovolcano"	"Historical"	"D4"
	263251	"Muria"	"Indonesia"	"Java"	-6.62	110.88	1625	"Stratovolcano"	"Holocene"	"D7"
	263100	"Papandayan"	"Indonesia"	"Java"	-7.32	107.73	2665	"Stratovolcano"	"Historical"	"D2"
	263070	"Patuha"	"Indonesia"	"Java"	-7.162	107.4	2422	"Stratovolcano"	"Holocene"	"U"
	263291	"Penanggungan"	"Indonesia"	"Java"	-7.616	112.62	1631	"Stratovolcano"	"Holocene"	"U"
	263040	"Perbakti-Gagak"	"Indonesia"	"Java"	-6.75	106.675	1726	"Stratovolcano"	"Fumarolic"	"U"
	263010	"Pulosari"	"Indonesia"	"Java"	-6.343	105.978	1324	"Caldera"	"Holocene"	"U"
	263340	"Raung"	"Indonesia"	"Java"	-8.119	114.056	3260	"Stratovolcano"	"Historical"	"D1"
	263050	"Salak"	"Indonesia"	"Java"	-6.716	106.733	2218	"Stratovolcano"	"Historical"	"D2"
	263300	"Semeru"	"Indonesia"	"Java"	-8.108	112.922	3657	"Stratovolcano"	"Historical"	"D1"
	263180	"Slamet"	"Indonesia"	"Java"	-7.242	109.208	3428	"Stratovolcano"	"Historical"	"D1"
	263220	"Sumbing"	"Indonesia"	"Java"	-7.384	110.07	3371	"Stratovolcano"	"Historical"	"D4"
	263210	"Sundoro"	"Indonesia"	"Java"	-7.302	109.996	3147	"Stratovolcano"	"Historical"	"D1"
	263150	"Talagabodas"	"Indonesia"	"Java"	-7.208	108.07	2201	"Stratovolcano"	"Fumarolic"	"U"
	263131	"Tampomas"	"Indonesia"	"Java"	-6.764	107.961	1690	"Stratovolcano"	"Holocene"	"U"
	263090	"Tangkuban Parahu"	"Indonesia"	"Java"	-6.77	107.6	2084	"Stratovolcano"	"Historical"	"D1"
	263231	"Telomoyo"	"Indonesia"	"Java"	-7.362	110.4	1864	"Stratovolcano"	"Holocene"	"U"
	263310	"Tengger Caldera"	"Indonesia"	"Java"	-7.942	112.95	2329	"Stratovolcano"	"Historical"	"D1"
	263230	"Ungaran"	"Indonesia"	"Java"	-7.188	110.346	2033	"Stratovolcano"	"Holocene"	"U"
		"Wayang-Windu"	"Indonesia"	"Java"	-7.208	107.63	2182	"Lava dome"	"Fumarolic"	"U"
	263270	"Wilis"	"Indonesia"	"Java"	-7.808	111.758	2563	"Stratovolcano"	"Holocene"	"U"
	300125	"Akademia Nauk"	"Russia"	"Kamchatka"	53.98	159.45	1180	"Stratovolcanoes"	"Historical"	"D2"
	300320	"Akhtang"	"Russia"	"Kamchatka"	55.43	158.65	1956	"Shield volcano"	"Holocene"	"U"
	300450	"Alney-Chashakondzha"	"Russia"	"Kamchatka"	56.656	159.647	2570	"Stratovolcano"	"Holocene"	"U"
	300600	"Alngey"	"Russia"	"Kamchatka"	57.702	160.418	1822	"Stratovolcano"	"Holocene"	"U"
	300390	"Anaun"	"Russia"	"Kamchatka"	56.32	158.83	1828	"Stratovolcano"	"Holocene"	"U"
	300058	"Asacha"	"Russia"	"Kamchatka"	52.355	157.827	1910	"Pyroclastic cone"	"Holocene"	"U"
	300100	"Avachinsky"	"Russia"	"Kamchatka"	53.256	158.836	2717	"Stratovolcano"	"Historical"	"D1"
	300123	"Bakening"	"Russia"	"Kamchatka"	53.905	158.07	2278	"Stratovolcano"	"Historical"	"D1"
	300084	"Barkhatnaya Sopka"	"Russia"	"Kamchatka"	52.802	158.24	874	"Lava dome"	"Tephrochronology"	"D7"
	300042	"Belenkaya"	"Russia"	"Kamchatka"	51.75	157.27	892	"Stratovolcano"	"Holocene"	"U"
	300640	"Bely"	"Russia"	"Kamchatka"	57.88	160.53	2080	"Shield volcano"	"Holocene"	"U"
	300250	"Bezymianny"	"Russia"	"Kamchatka"	55.972	160.595	2882	"Stratovolcano"	"Historical"	"D1"
	300490	"Bliznets"	"Russia"	"Kamchatka"	56.97	159.78	1244	"Stratovolcano"	"Holocene"	"U"
	300552	"Bliznetsy"	"Russia"	"Kamchatka"	57.35	161.37	265	"Lava cone"	"Radiocarbon"	"D7"
	300087	"Bolshe-Bannaya"	"Russia"	"Kamchatka"	52.9	157.78	1200	"Lava dome"	"Holocene"	"U"
	300300	"Bolshoi Payalpan"	"Russia"	"Kamchatka"	55.88	157.78	1906	"Shield volcano"	"Holocene"	"U"
