"Search Parameters"	"Volcano Number"	"Volcano Name"	"Country"	"Location"	"Latitude"	"Longitude"	"Elevation (m)"	"Type"	"Status"	"Last Known Eruption"
"[]"										
	250010	"St. Andrew Strait"	"Papua New Guinea"	"Admiralty Is-SW Paci"	-2.38	147.35	270	"Complex volcano"	"Historical"	"D2"
	250020	"Baluan"	"United States"	"Admiralty Is-SW Paci"	-2.57	147.28	254	"Stratovolcano"	"Holocene"	"U"
	250030	"Central Bismarck Sea"	"United States"	"Admiralty Is-SW Paci"	-3.03	147.78	-1300	"Submarine volcano"	"Hydrophonic"	"D1"
		"Dacht-I-Navar Group"	"Afghanistan"	"Afghanistan"	33.95	67.92	3800	"Lava dome"	"Holocene"	"U"
		"Vakak Group"	"Afghanistan"	"Afghanistan"	34.25	67.97	3190	"Volcanic field"	"Holocene"	"U"
	223040	"Karisimbi"	"Congo, DRC"	"Africa-C"	-1.506	29.45	4490	"Stratovolcano"	"Holocene"	"U"
		"May-ya-moto"	"Congo, DRC"	"Africa-C"	-0.93	29.33	950	"Fumarole field"	"Fumarolic"	"Unknown"
	223020	"Nyamulagira"	"Congo, DRC"	"Africa-C"	-1.408	29.2	3058	"Shield volcano"	"Historical"	"D1"
	223030	"Nyiragongo"	"Congo, DRC"	"Africa-C"	-1.52	29.25	3470	"Stratovolcano"	"Historical"	"D1"
	223080	"Tshibinda"	"Congo, DRC"	"Africa-C"	-2.32	28.75	1460	"Cinder cone"	"Holocene"	"U"
	223050	"Visoke"	"Rwanda"	"Africa-C"	-1.458	29.485	3696	"Stratovolcano"	"Historical"	"D2"
	223070	"Bufumbira"	"Uganda"	"Africa-C"	-1.304	29.683	2100	"Cinder cone"	"Holocene"	"Unknown"
	223004	"Bunyaruguru"	"Uganda"	"Africa-C"	-0.2	30.08	1554	"Explosion crater"	"Holocene"	"U"
	223001	"Fort Portal"	"Uganda"	"Africa-C"	0.7	30.25	1615	"Tuff cone"	"Holocene"	"U"
	223005	"Katunga"	"Uganda"	"Africa-C"	-0.471	30.191	1707	"Tuff cone"	"Holocene"	"U"
	223003	"Katwe-Kikorongo"	"Uganda"	"Africa-C"	-0.08	29.92	1067	"Tuff cone"	"Holocene"	"U"
	223002	"Kyatwa"	"Uganda"	"Africa-C"	0.45	30.25	1430	"Tuff cone"	"Holocene"	"Unknown"
	223060	"Muhavura"	"Uganda"	"Africa-C"	-1.383	29.678	4103	"Stratovolcano"	"Holocene"	"U"
	222030	"Barrier, The"	"Kenya"	"Africa-E"	2.32	36.57	1032	"Shield volcano"	"Historical"	"D2"
	222130	"Chyulu Hills"	"Kenya"	"Africa-E"	-2.68	37.88	2188	"Volcanic field"	"Anthropology"	"D3"
	222080	"Eburru, Ol Doinyo"	"Kenya"	"Africa-E"	-0.65	36.22	2856	"Complex volcano"	"Holocene"	"U"
	222071	"Elmenteita Badlands"	"Kenya"	"Africa-E"	-0.546	36.249	2126	"Pyroclastic cone"	"Holocene"	"U"
	222051	"Emuruangogolak"	"Kenya"	"Africa-E"	1.5	36.33	1285	"Shield volcano"	"Radiocarbon"	"D2"
	222070	"Homa Mountain"	"Kenya"	"Africa-E"	-0.38	34.5	1751	"Complex volcano"	"Holocene"	"U"
	222054	"Korosi"	"Kenya"	"Africa-E"	0.77	36.12	1446	"Shield volcano"	"Holocene"	"U"
	222010	"Lake Turkana Central Island"	"Kenya"	"Africa-E"	3.496	36.04	518	"Stratovolcano"	"Holocene"	"U"
	222001	"Lake Turkana North Island"	"Kenya"	"Africa-E"	4.063	36.046	490	"Tuff cone"	"Holocene"	"U"
	222020	"Lake Turkana South Island"	"Kenya"	"Africa-E"	2.636	36.596	800	"Stratovolcano"	"Historical"	"D3"
	222100	"Longonot"	"Kenya"	"Africa-E"	-0.914	36.446	2776	"Stratovolcano"	"Anthropology"	"D3"
	222021	"Marsabit"	"Kenya"	"Africa-E"	2.32	37.97	1707	"Shield volcano"	"Holocene"	"Unknown"
	221330	"Mega Volcanic Field"	"Kenya"	"Africa-E"	3.971	38.213	1500	"Pyroclastic cone"	"Holocene"	"U"
	222060	"Menengai"	"Kenya"	"Africa-E"	-0.2	36.07	2278	"Shield volcano"	"Tephrochronology"	"D7"
	222040	"Namarunu"	"Kenya"	"Africa-E"	1.98	36.43	817	"Shield volcano"	"Tephrochronology"	"D7"
	222056	"Nyambeni Hills"	"Kenya"	"Africa-E"	0.23	37.87	750	"Shield volcano"	"Holocene"	"U"
	222055	"Ol Kokwe"	"Kenya"	"Africa-E"	0.62	36.075	1130	"Shield volcano"	"Holocene"	"U"
	222090	"Olkaria"	"Kenya"	"Africa-E"	-0.904	36.292	2434	"Pumice cone"	"Radiocarbon"	"D4"
	222053	"Paka"	"Kenya"	"Africa-E"	0.92	36.18	1697	"Shield volcano"	"Ar/Ar"	"D7"
	222050	"Segererua Plateau"	"Kenya"	"Africa-E"	1.57	37.9	699	"Pyroclastic cone"	"Holocene"	"U"
	222052	"Silali"	"Kenya"	"Africa-E"	1.15	36.23	1528	"Shield volcano"	"Ar/Ar"	"D7"
	222110	"Suswa"	"Kenya"	"Africa-E"	-1.151	36.357	2356	"Shield volcano"	"Holocene"	"U"
	222161	"Igwisi Hills"	"Tanzania"	"Africa-E"	-4.889	31.933	1146	"Tuff cone"	"Holocene"	"U"
		"Izumbwe-Mpoli"	"Tanzania"	"Africa-E"	-8.93	33.4	1568	"Pyroclastic cone"	"Holocene"	"U"
		"Kilimanjaro"	"Tanzania"	"Africa-E"	-3.07	37.35	5895	"Stratovolcano"	"Holocene"	"U"
	222170	"Kyejo"	"Tanzania"	"Africa-E"	-9.229	33.792	2176	"Stratovolcano"	"Historical"	"D3"
	222120	"Lengai, Ol Doinyo"	"Tanzania"	"Africa-E"	-2.764	35.914	2962	"Stratovolcano"	"Historical"	"D1"
	222160	"Meru"	"Tanzania"	"Africa-E"	-3.244	36.75	4550	"Stratovolcano"	"Historical"	"D2"
	222164	"Ngozi"	"Tanzania"	"Africa-E"	-9.004	33.552	2614	"Caldera"	"Holocene"	"U"
	222166	"Rungwe"	"Tanzania"	"Africa-E"	-9.135	33.668	2953	"Stratovolcano"	"Holocene"	"U"
		"SW Usangu Basin"	"Tanzania"	"Africa-E"	-8.75	33.8	2179	"Lava dome"	"Holocene"	"U"
		"Unnamed"	"Tanzania"	"Africa-E"	-8.63	33.57	0	"Pyroclastic cone"	"Holocene"	"U"
	225005	"Atakor Volcanic Field"	"Algeria"	"Africa-N"	23.33	5.83	2918	"Scoria cones"	"Holocene"	"U"
		"In Ezzane Volc Field"	"Algeria"	"Africa-N"	23	10.833		"Volcanic field"	"Holocene?"	"?"
	225006	"Manzaz Volcanic Field"	"Algeria"	"Africa-N"	23.92	5.83	1672	"Scoria cones"	"Holocene"	"U"
	225004	"Tahalra Volcanic Field"	"Algeria"	"Africa-N"	22.67	5	1467	"Pyroclastic cones"	"Holocene"	"U"
	225021	"Koussi, Emi"	"Chad"	"Africa-N"	19.8	18.53	3415	"Stratovolcano"	"Holocene"	"U"
	225001	"Todra Volcanic Field"	"Chad"	"Africa-N"	17.68	8.5	1780	"Volcanic field"	"Holocene"	"U"
	225009	"Toh, Tarso"	"Chad"	"Africa-N"	21.33	16.33	2000	"Volcanic field"	"Holocene"	"U"
	225010	"Tousside, Tarso"	"Chad"	"Africa-N"	21.03	16.45	3265	"Stratovolcano"	"Holocene"	"U"
	225020	"Voon, Tarso"	"Chad"	"Africa-N"	20.92	17.28	3100	"Stratovolcano"	"Fumarolic"	"U"
		"Haruj"	"Libya"	"Africa-N"	27.25	17.5	1200	"Scoria cone"	"Holocene"	"U"
		"Wau-en-Namus"	"Libya"	"Africa-N"	25.05	17.55	547	"Caldera"	"Holocene?"	"?"
	225002	"Tin Zaouatene Volcanic Field"	"Mali"	"Africa-N"	19.83	2.83	700	"Volcanic field"	"Holocene"	"U"
	225060	"Bayuda Volcanic Field"	"Sudan"	"Africa-N"	18.33	32.75	670	"Cinder cone"	"Radiocarbon"	"D6"
	225040	"Kutum Volcanic Field"	"Sudan"	"Africa-N"	14.57	25.85	1779	"Scoria cone"	"Holocene"	"Unknown"
	225030	"Marra, Jebel"	"Sudan"	"Africa-N"	12.95	24.27	3042	"Volcanic field"	"Radiocarbon"	"D7"
	225050	"Meidob Volcanic Field"	"Sudan"	"Africa-N"	15.32	26.47	2000	"Scoria cone"	"Holocene"	"D7"
		"Umm Arafieb, Jebel"	"Sudan"	"Africa-N"	18.17	33.83	0	"Shield volcano"	"Holocene"	"Unknown"
	221126	"Ardoukoba"	"Djibouti"	"Africa-NE"	11.58	42.47	298	"Fissure vent"	"Historical"	"D1"
	221123	"Mousa Alli"	"Djibouti"	"Africa-NE"	12.469	42.404	1993	"Stratovolcano"	"Holocene"	"U"
	221040	"Alid"	"Eritrea"	"Africa-NE"	14.88	39.92	904	"Stratovolcano"	"Holocene"	"U"
	221125	"Assab Volcanic Field"	"Eritrea"	"Africa-NE"	12.95	42.43	987	"Volcanic field"	"Holocene"	"U"
	221100	"Dubbi"	"Eritrea"	"Africa-NE"	13.579	41.809	1625	"Stratovolcano"	"Historical"	"D3"
	221124	"Gufa"	"Eritrea"	"Africa-NE"	12.55	42.53	600	"Volcanic field"	"Holocene"	"U"
		"Jalua"	"Eritrea"	"Africa-NE"	15.042	39.82	713	"Stratovolcano"	"Holocene"	"U"
	221101	"Nabro"	"Eritrea"	"Africa-NE"	13.37	41.7	2218	"Stratovolcano"	"Holocene"	"Unknown"
	221170	"Adwa"	"Ethiopia"	"Africa-NE"	10.063	40.831	1670	"Stratovolcano"	"Holocene"	"U"
	221110	"Afdera"	"Ethiopia"	"Africa-NE"	13.088	40.853	1250	"Stratovolcano"	"Holocene"	"Unknown"
	221112	"Alayta"	"Ethiopia"	"Africa-NE"	12.888	40.573	1496	"Shield volcano"	"Historical"	"D2"
	221090	"Ale Bagu"	"Ethiopia"	"Africa-NE"	13.512	40.631	988	"Stratovolcano"	"Holocene"	"U"
	221060	"Alu-Dalafilla"	"Ethiopia"	"Africa-NE"	13.793	40.553	578	"Fissure vent"	"Holocene"	"U"
	221270	"Aluto"	"Ethiopia"	"Africa-NE"	7.77	38.78	2335	"Stratovolcano"	"Holocene"	"U"
	221104	"Asavyo"	"Ethiopia"	"Africa-NE"	13.098	41.599	1338	"Shield volcano"	"Holocene"	"U"
	221160	"Ayelu"	"Ethiopia"	"Africa-NE"	10.082	40.702	2145	"Stratovolcano"	"Holocene"	"U"
	221191	"Beru"	"Ethiopia"	"Africa-NE"	8.95	39.75	1100	"Volcanic field"	"Holocene"	"U"
	221291	"Bilate River Field"	"Ethiopia"	"Africa-NE"	7.07	38.1	1700	"Maar"	"Holocene"	"U"
	221220	"Bishoftu Volcanic Field"	"Ethiopia"	"Africa-NE"	8.78	38.98	1850	"Fissure vent"	"Holocene"	"U"
	221071	"Bora Ale"	"Ethiopia"	"Africa-NE"	13.725	40.6	668	"Stratovolcano"	"Holocene"	"U"
	221240	"Bora-Bericcio"	"Ethiopia"	"Africa-NE"	8.221	39.05	2267	"Pumice cone"	"Holocene"	"U"
	221250	"Bora-Bericha-Tullu Moye"	"Ethiopia"	"Africa-NE"	8.211	39.081	2345	"Pumice cone"	"Anthropology"	"D2"
	221107	"Borawli"	"Ethiopia"	"Africa-NE"	13.304	40.987	784	"Stratovolcano"	"Holocene"	"U"
		"Borawli Complex"	"Ethiopia"	"Africa-NE"	11.63	41.45	875	"Lava dome"	"Holocene"	"U"
	221210	"Boset"	"Ethiopia"	"Africa-NE"	8.558	39.475	2447	"Stratovolcano"	"Holocene"	"U"
	221260	"Butajiri-Silti Field"	"Ethiopia"	"Africa-NE"	8.05	38.35	2281	"Fissure vent"	"Holocene"	"U"
	221300	"Chiracha"	"Ethiopia"	"Africa-NE"	6.65	38.12	1636	"Stratovolcano"	"Holocene"	"Unknown"
	221290	"Corbetti"	"Ethiopia"	"Africa-NE"	7.193	38.39	2289	"Caldera"	"Holocene"	"U"
	221113	"Dabbahu"	"Ethiopia"	"Africa-NE"	12.595	40.48	1401	"Stratovolcano"	"Holocene"	"U"
	221114	"Dabbayra"	"Ethiopia"	"Africa-NE"	12.38	40.07	1302	"Shield volcano"	"Holocene"	"U"
		"Dalaffilla"	"Ethiopia"	"Africa-NE"	13.792	40.55	613	"Stratovolcano"	"Holocene"	"U"
	221041	"Dallol"	"Ethiopia"	"Africa-NE"	14.242	40.3	-48	"Explosion crater"	"Historical"	"D2"
	221141	"Dama Ali"	"Ethiopia"	"Africa-NE"	11.28	41.63	1068	"Shield volcano"	"Historical"	"D5"
	221180	"Dofan"	"Ethiopia"	"Africa-NE"	9.35	40.13	1151	"Stratovolcano"	"Holocene"	"U"
	221311	"East Chamo Basin"	"Ethiopia"	"Africa-NE"	5.708	37.713	1150	"Cinder cone"	"Holocene"	"U"
	221252	"East Ziway"	"Ethiopia"	"Africa-NE"	7.874	38.902	1889	"Fissure vent"	"Holocene"	"U"
	221080	"Erta Ale"	"Ethiopia"	"Africa-NE"	13.601	40.666	585	"Shield volcano"	"Historical"	"D1"
	221190	"Fentale"	"Ethiopia"	"Africa-NE"	8.985	39.906	2007	"Stratovolcano"	"Historical"	"D3"
	221150	"Gabillema"	"Ethiopia"	"Africa-NE"	11.08	41.27	1459	"Stratovolcano"	"Holocene"	"U"
	221050	"Gada Ale"	"Ethiopia"	"Africa-NE"	13.975	40.408	287	"Stratovolcano"	"Holocene"	"U"
	221230	"Gedemsa"	"Ethiopia"	"Africa-NE"	8.363	39.172	1909	"Caldera"	"Holocene"	"U"
	221116	"Groppo"	"Ethiopia"	"Africa-NE"	11.816	40.242	852	"Stratovolcano"	"Holocene"	"U"
	221091	"Hayli Gubbi"	"Ethiopia"	"Africa-NE"	13.51	40.722	493	"Shield volcano"	"Holocene"	"U"
	221171	"Hertali"	"Ethiopia"	"Africa-NE"	9.78	40.33	900	"Fissure vent"	"Holocene"	"U"
	221293	"Hobicha Caldera"	"Ethiopia"	"Africa-NE"	6.78	37.83	1800	"Caldera"	"Holocene"	"Unknown"
	221200	"Kone"	"Ethiopia"	"Africa-NE"	8.811	39.695	1380	"Caldera"	"Historical"	"D3"
	221320	"Korath Range"	"Ethiopia"	"Africa-NE"	5.117	35.892	912	"Tuff cone"	"Holocene"	"Unknown"
	221120	"Kurub"	"Ethiopia"	"Africa-NE"	11.88	41.208	625	"Shield volcano"	"Holocene"	"U"
	221172	"Liado Hayk"	"Ethiopia"	"Africa-NE"	9.57	40.28	878	"Maar"	"Holocene"	"Unknown"
	221111	"Ma Alalta"	"Ethiopia"	"Africa-NE"	13.013	40.185	1745	"Stratovolcano"	"Holocene"	"U"
	221102	"Mallahle"	"Ethiopia"	"Africa-NE"	13.27	41.65	1875	"Stratovolcano"	"Holocene"	"Unknown"
	221115	"Manda Hararo"	"Ethiopia"	"Africa-NE"	12.17	40.82	600	"Shield volcano"	"Holocene"	"U"
	221122	"Manda-Inakir"	"Ethiopia"	"Africa-NE"	12.38	42.2	600	"Fissure vent"	"Historical"	"D2"
	221105	"Mat Ala"	"Ethiopia"	"Africa-NE"	13.106	41.161	493	"Shield volcano"	"Holocene"	"U"
	221222	"Melkassa"	"Ethiopia"	"Africa-NE"	8.43	39.35	1765	"Pyroclastic cone"	"Holocene"	"U"
	221294	"Northern Lake Abaya Volcanic Field"	"Ethiopia"	"Africa-NE"	6.76	37.97	1594	"Volcanic field"		"Unknown"
	221280	"Shala"	"Ethiopia"	"Africa-NE"	7.457	38.557	2075	"Stratovolcano"	"Holocene"	"U"
	221103	"Sork Ale"	"Ethiopia"	"Africa-NE"	13.18	41.725	1611	"Stratovolcano"	"Holocene"	"Unknown"
	221106	"Tat Ali"	"Ethiopia"	"Africa-NE"	13.284	41.063	655	"Shield volcano"	"Holocene"	"U"
	221292	"Tepi"	"Ethiopia"	"Africa-NE"	7.42	35.43	2728	"Shield volcano"	"Holocene"	"U"
		"Tosa Sucha"	"Ethiopia"	"Africa-NE"	5.92	37.57	1650	"Cinder cone"	"Holocene"	"U"
		"Unnamed"	"Ethiopia"	"Africa-NE"	8.7	39.63	1300	"Pyroclastic cone"	"Holocene"	"U"
		"Unnamed"	"Ethiopia"	"Africa-NE"	8.62	38.95	1800	"Fissure vent"	"Holocene"	"U"
	221251	"Unnamed"	"Ethiopia"	"Africa-NE"	8.013	39.062	1886	"Fissure vent"	"Holocene"	"U"
	221151	"Yangudi"	"Ethiopia"	"Africa-NE"	10.58	41.042	1383	"Complex volcano"	"Holocene"	"U"
	224010	"Cameroon"	"Cameroon"	"Africa-W"	4.203	9.17	4095	"Stratovolcano"	"Historical"	"D1"
		"Manengouba"	"Cameroon"	"Africa-W"	5.03	9.83	2411	"Stratovolcano"	"Holocene"	"U"
		"Ngaoundere Plateau"	"Cameroon"	"Africa-W"	7.25	13.67	0	"Volcanic field"	"Holocene"	"Unknown"
	224030	"Oku Volcanic Field"	"Cameroon"	"Africa-W"	6.25	10.5	3011	"Maar"	"Radiocarbon"	"D5"
	224011	"Tombel Graben"	"Cameroon"	"Africa-W"	4.758	9.717	500	"Cinder cones"	"Holocene"	"U"
	224002	"San Carlos"	"Equatorial Guinea"	"Africa-W"	3.35	8.52	2260	"Shield volcano"	"Holocene"	"U"
	224003	"San Joaquin"	"Equatorial Guinea"	"Africa-W"	3.35	8.63	2009	"Shield volcano"	"Holocene"	"U"
	224004	"Santa Isabel"	"Equatorial Guinea"	"Africa-W"	3.588	8.762	2999	"Shield volcano"	"Historical"	"D2"
		"Biu Plateau"	"Nigeria"	"Africa-W"	10.75	12	0	"Volcanic field"	"Holocene"	"Unknown"
		"Sao Tome"	"Sao Tome & Principe"	"Africa-W"	0.32	6.72	2024	"Shield volcano"	"Holocene"	"Unknown"
	312090	"Aniakchak"	"United States"	"Alaska Peninsula"	56.88	-158.17	1341	"Caldera"	"Historical"	"D2"
	312080	"Black Peak"	"United States"	"Alaska Peninsula"	56.552	-158.785	1032	"Stratovolcano"	"Radiocarbon"	"D7"
	312110	"Chiginagak"	"United States"	"Alaska Peninsula"	57.135	-156.99	2221	"Stratovolcano"	"Historical"	"D1"
	312050	"Dana"	"United States"	"Alaska Peninsula"	55.641	-161.214	1354	"Stratovolcano"	"Radiocarbon"	"D7"
	312210	"Denison"	"United States"	"Alaska Peninsula"	58.418	-154.449	2287	"Stratovolcano"	"Uncertain"	"Unknown"
	312270	"Douglas"	"United States"	"Alaska Peninsula"	58.855	-153.542	2140	"Stratovolcano"	"Fumarolic"	"U"
	312011	"Dutton"	"United States"	"Alaska Peninsula"	55.183	-162.276	1465	"Stratovolcano"	"Holocene"	"U"
	312020	"Emmons Lake Volcanic Center"	"United States"	"Alaska Peninsula"	55.352	-162.045	1534	"Caldera"	"Holocene"	"U"
	312260	"Fourpeaked"	"United States"	"Alaska Peninsula"	58.77	-153.672	2105	"Stratovolcano"	"Uncertain"	"Unknown"
	312010	"Frosty"	"United States"	"Alaska Peninsula"	55.067	-162.835	1728	"Stratovolcano"	"Holocene"	"U"
	312190	"Griggs"	"United States"	"Alaska Peninsula"	58.354	-155.092	2317	"Stratovolcano"	"Holocene"	"U"
	312250	"Kaguyak"	"United States"	"Alaska Peninsula"	58.611	-154.025	901	"Stratovolcano"	"Holocene"	"D7"
	312170	"Katmai"	"United States"	"Alaska Peninsula"	58.279	-154.953	2047	"Stratovolcano"	"Historical"	"D2"
	312120	"Kialagvik"	"United States"	"Alaska Peninsula"	57.203	-156.745	1677	"Stratovolcano"	"Holocene"	"U"
	312230	"Kukak"	"United States"	"Alaska Peninsula"	58.453	-154.355	2043	"Stratovolcano"	"Fumarolic"	"U"
	312060	"Kupreanof"	"United States"	"Alaska Peninsula"	56.011	-159.797	1895	"Stratovolcano"	"Historical"	"D1"
	312150	"Mageik"	"United States"	"Alaska Peninsula"	58.195	-155.253	2165	"Stratovolcano"	"Historical"	"D2"
	312140	"Martin"	"United States"	"Alaska Peninsula"	58.172	-155.361	1863	"Stratovolcano"	"Historical"	"D2"
	312180	"Novarupta"	"United States"	"Alaska Peninsula"	58.266	-155.159	841	"Caldera"	"Historical"	"D2"
	312030	"Pavlof"	"United States"	"Alaska Peninsula"	55.417	-161.894	2493	"Stratovolcano"	"Historical"	"D1"
	312040	"Pavlof Sister"	"United States"	"Alaska Peninsula"	55.457	-161.854	2142	"Stratovolcano"	"Historical"	"D4"
	312200	"Snowy Mountain"	"United States"	"Alaska Peninsula"	58.336	-154.682	2162	"Stratovolcano"	"Fumarolic"	"U"
	312220	"Steller"	"United States"	"Alaska Peninsula"	58.43	-154.39	2279	"Unknown"	"Uncertain"	"Unknown"
	312051	"Stepovak Bay 2"	"United States"	"Alaska Peninsula"	55.913	-160.041	1323	"Cinder cone"	"Holocene"	"U"
	312052	"Stepovak Bay 3"	"United States"	"Alaska Peninsula"	55.929	-160.002	1555	"Cinder cone"	"Holocene?"	"?"
	312053	"Stepovak Bay 4"	"United States"	"Alaska Peninsula"	55.954	-159.954	1557	"Stratovolcano"	"Pleistocene"	"P"
	312055	"Stepovak Bay Group"	"United States"	"Alaska Peninsula"	55.917	-160.017	1633	"Volcanic field"	"Holocene"	"Unknown"
	312160	"Trident"	"United States"	"Alaska Peninsula"	58.236	-155.1	1864	"Stratovolcano"	"Historical"	"D1"
	312130	"Ugashik-Peulik"	"United States"	"Alaska Peninsula"	57.751	-156.368	1474	"Stratovolcano"	"Historical"	"D3"
	312131	"Ukinrek Maars"	"United States"	"Alaska Peninsula"	57.834	-156.52	91	"Maar"	"Historical"	"D1"
	312132	"Unnamed"	"United States"	"Alaska Peninsula"	57.87	-155.411	402	"Lava dome"	"Holocene"	"U"
	312070	"Veniaminof"	"United States"	"Alaska Peninsula"	56.17	-159.38	2507	"Stratovolcano"	"Historical"	"D1"
	312100	"Yantarni"	"United States"	"Alaska Peninsula"	57.019	-157.185	1345	"Stratovolcano"	"Tephrochronology"	"D7"
	315001	"Buzzard Creek"	"United States"	"Alaska-E"	64.062	-148.433	830	"Tuff rings"	"Radiocarbon"	"D7"
	315030	"Churchill"	"United States"	"Alaska-E"	61.38	-141.75	5005	"Stratovolcano"	"Radiocarbon"	"D6"
		"Gordon"	"United States"	"Alaska-E"	62.13	-143.08	2755	"Cinder cone"	"Holocene"	"U"
		"Sanford"	"United States"	"Alaska-E"	62.22	-144.13	4949	"Shield volcano"	"Holocene"	"Unknown"
	315020	"Wrangell"	"United States"	"Alaska-E"	62.006	-144.017	4278	"Shield volcano"	"Historical"	"D2"
	315070	"Behm Canal-Rudyerd Bay"	"United States"	"Alaska-SE"	55.35	-131	500	"Cinder cone"	"Holocene"	"Unknown"
	315050	"Duncan Canal"	"United States"	"Alaska-SE"	56.5	-133.1	15	"Unknown"	"Holocene"	"U"
	315040	"Edgecumbe"	"United States"	"Alaska-SE"	57.05	-135.75	970	"Stratovolcano"	"Radiocarbon"	"D7"
	315060	"Tlevak Strait-Suemez Island"	"United States"	"Alaska-SE"	55.25	-133.3	50	"Volcanic field"	"Holocene"	"U"
	313010	"Augustine"	"United States"	"Alaska-SW"	59.363	-153.435	1218	"Lava dome"	"Historical"	"D1"
	313050	"Hayes"	"United States"	"Alaska-SW"	61.64	-152.411	3034	"Stratovolcano"	"Radiocarbon"	"D6"
	313020	"Iliamna"	"United States"	"Alaska-SW"	60.032	-153.09	3053	"Stratovolcano"	"Historical"	"D2"
	313030	"Redoubt"	"United States"	"Alaska-SW"	60.485	-152.742	3108	"Stratovolcano"	"Historical"	"D1"
	313040	"Spurr"	"United States"	"Alaska-SW"	61.299	-152.251	3374	"Stratovolcano"	"Historical"	"D1"
		"Espenberg"	"United States"	"Alaska-W"	66.35	-164.33	243	"Volcanic field"	"Tephrochronology"	"D7"
		"Imuruk Lake"	"United States"	"Alaska-W"	65.6	-163.92	610	"Shield volcano"	"Radiocarbon"	"D6"
	314060	"Imuruk Lake"	"United States"	"Alaska-W"	65.517	-163.45	610	"Shield volcano"	"Holocene"	"U"
	314030	"Ingakslugwat Hills"	"United States"	"Alaska-W"	61.43	-164.47	190	"Cinder cone"	"Holocene"	"U"
		"Kookooligit Mountains"	"United States"	"Alaska-W"	63.6	-170.43	673	"Shield volcano"	"Holocene"	"U"
	314040	"St. Michael"	"United States"	"Alaska-W"	63.45	-162.12	715	"Shield volcano"	"Anthropology"	"U"
	314010	"St. Paul Island"	"United States"	"Alaska-W"	57.167	-170.213	203	"Shield"	"Holocene"	"D7"
	311320	"Akutan"	"United States"	"Aleutian Is"	54.134	-165.986	1303	"Stratovolcano"	"Historical"	"D1"
	311390	"Amak"	"United States"	"Aleutian Is"	55.418	-163.147	547	"Stratovolcano"	"Historical"	"D4"
	311190	"Amukta"	"United States"	"Aleutian Is"	52.5	-171.252	1066	"Stratovolcano"	"Historical"	"D1"
	311160	"Atka Volcanic Complex"	"United States"	"Aleutian Is"	52.331	-174.139	1518	"Stratovolcano"	"Historical"	"D1"
	311100	"Bobrof"	"United States"	"Aleutian Is"	51.91	-177.438	738	"Stratovolcano"	"Holocene"	"Unknown"
	311300	"Bogoslof"	"United States"	"Aleutian Is"	53.93	-168.03	150	"Submarine volcano"	"Historical"	"D1"
	311010	"Buldir"	"United States"	"Aleutian Is"	52.35	175.911	656	"Stratovolcano"	"Holocene"	"U"
	311230	"Carlisle"	"United States"	"Aleutian Is"	52.894	-170.054	1620	"Stratovolcano"	"Historical"	"D3"
	311200	"Chagulak"	"United States"	"Aleutian Is"	52.577	-171.13	1142	"Stratovolcano"	"Holocene"	"U"
	311240	"Cleveland"	"United States"	"Aleutian Is"	52.825	-169.944	1730	"Stratovolcano"	"Historical"	"D1"
	311040	"Davidof"	"United States"	"Aleutian Is"	51.97	178.33	328	"Stratovolcano"	"Holocene"	"Unknown"
	311350	"Fisher"	"United States"	"Aleutian Is"	54.65	-164.43	1112	"Stratovolcano"	"Historical"	"D3"
	311070	"Gareloi"	"United States"	"Aleutian Is"	51.79	-178.794	1573	"Stratovolcano"	"Historical"	"D1"
	311120	"Great Sitkin"	"United States"	"Aleutian Is"	52.076	-176.13	1740	"Stratovolcano"	"Historical"	"D1"
	311220	"Herbert"	"United States"	"Aleutian Is"	52.742	-170.111	1280	"Stratovolcano"	"Holocene"	"U"
	311370	"Isanotski"	"United States"	"Aleutian Is"	54.765	-163.723	2446	"Stratovolcano"	"Historical"	"D3"
	311260	"Kagamil"	"United States"	"Aleutian Is"	52.974	-169.72	893	"Stratovolcano"	"Historical"	"D2"
	311110	"Kanaga"	"United States"	"Aleutian Is"	51.923	-177.168	1307	"Stratovolcano"	"Historical"	"D1"
	311130	"Kasatochi"	"United States"	"Aleutian Is"	52.177	-175.508	314	"Stratovolcano"	"Historical"	"D1"
	311020	"Kiska"	"United States"	"Aleutian Is"	52.103	177.602	1220	"Stratovolcano"	"Historical"	"D1"
	311140	"Koniuji"	"United States"	"Aleutian Is"	52.22	-175.13	273	"Stratovolcano"	"Uncertain"	"Unknown"
	311161	"Korovin"	"United States"	"Aleutian Is"	52.381	-174.166	1518	"Stratovolcano(es)"		"D1"
	311050	"Little Sitkin"	"United States"	"Aleutian Is"	51.95	178.543	1174	"Stratovolcano"	"Historical"	"D3"
	311310	"Makushin"	"United States"	"Aleutian Is"	53.891	-166.923	1800	"Stratovolcano"	"Historical"	"D1"
	311111	"Moffett"	"United States"	"Aleutian Is"	51.944	-176.747	1196	"Stratovolcano"	"Holocene"	"U"
	311290	"Okmok"	"United States"	"Aleutian Is"	53.43	-168.13	1073	"Shield volcano"	"Historical"	"D1"
	311280	"Recheschnoi"	"United States"	"Aleutian Is"	53.157	-168.539	1984	"Stratovolcano"	"Holocene"	"U"
	311380	"Roundtop"	"United States"	"Aleutian Is"	54.8	-163.589	1871	"Stratovolcano"	"Holocene"	"U"
